Cable_A_Name,Cable_A_Dia_mm,Cable_A_Material,Cable_B_Name,Cable_B_Dia_mm,Cable_B_Material,Part_Number,NZ_Alpha_Short_Code,Chart_Source
CHLORINE,7.5,Aluminum,AMPACT LUG (CU),12.7,Copper,600403-0,,Blue
CHLORINE,7.5,Aluminum,AMPACT LUG (CU),12.7,Copper,600448-0,,Blue
CHLORINE,7.5,Aluminum,AMPACT LUG (CU),12.7,Copper,600411-0,B1-T,Blue
CHLORINE,7.5,Aluminum,95MM2 CU (19 / 2.52),12.6,Copper,600403-0,,Blue
CHLORINE,7.5,Aluminum,95MM2 CU (19 / 2.52),12.6,Copper,600448-0,,Blue
CHLORINE,7.5,Aluminum,95MM2 CU (19 / 2.52),12.6,Copper,600411-0,B1-T,Blue
CHLORINE,7.5,Aluminum,PIGEON,12.5,Aluminum,600403-0,,Blue
CHLORINE,7.5,Aluminum,PIGEON,12.5,Aluminum,600448-0,,Blue
CHLORINE,7.5,Aluminum,PIGEON,12.5,Aluminum,600411-0,B1-T,Blue
CHLORINE,7.5,Aluminum,RACCOON,12.3,Aluminum,600403-0,,Blue
CHLORINE,7.5,Aluminum,RACCOON,12.3,Aluminum,600448-0,,Blue
CHLORINE,7.5,Aluminum,RACCOON,12.3,Aluminum,600411-0,B1-T,Blue
CHLORINE,7.5,Aluminum,PETREL,11.71,Aluminum,600403-0,,Blue
CHLORINE,7.5,Aluminum,PETREL,11.71,Aluminum,600448-0,,Blue
CHLORINE,7.5,Aluminum,PETREL,11.71,Aluminum,600411-0,B1-T,Blue
CHLORINE,7.5,Aluminum,GRASSHOPPER,11.7,Aluminum,600403-0,,Blue
CHLORINE,7.5,Aluminum,GRASSHOPPER,11.7,Aluminum,600448-0,,Blue
CHLORINE,7.5,Aluminum,GRASSHOPPER,11.7,Aluminum,600411-0,B1-T,Blue
CHLORINE,7.5,Aluminum,HELIUM / GARNET,11.3,Aluminum,600403-0,,Blue
CHLORINE,7.5,Aluminum,HELIUM / GARNET,11.3,Aluminum,600448-0,,Blue
CHLORINE,7.5,Aluminum,HELIUM / GARNET,11.3,Aluminum,600411-0,B1-T,Blue
CHLORINE,7.5,Aluminum,7 / 144 ALI,11.0,Aluminum,600403-0,,Blue
CHLORINE,7.5,Aluminum,7 / 144 ALI,11.0,Aluminum,600448-0,,Blue
CHLORINE,7.5,Aluminum,MINK / RANGO,10.98,Aluminum,600403-0,,Blue
CHLORINE,7.5,Aluminum,MINK / RANGO,10.98,Aluminum,600448-0,,Blue
CHLORINE,7.5,Aluminum,70MM2 CU (19 / 2.14),10.7,Copper,600403-0,,Blue
CHLORINE,7.5,Aluminum,70MM2 CU (19 / 2.14),10.7,Copper,600448-0,,Blue
CHLORINE,7.5,Aluminum,19 / 083 CU (65.1MM2),10.5,Copper,600403-0,,Blue
CHLORINE,7.5,Aluminum,19 / 083 CU (65.1MM2),10.5,Copper,600448-0,,Blue
CHLORINE,7.5,Aluminum,HAKE,10.41,Aluminum,600403-0,,Blue
CHLORINE,7.5,Aluminum,HAKE,10.41,Aluminum,600448-0,,Blue
CHLORINE,7.5,Aluminum,FLY / SNIPE,10.2,Aluminum,600403-0,,Blue
CHLORINE,7.5,Aluminum,FLY / SNIPE,10.2,Aluminum,600448-0,,Blue
CHLORINE,7.5,Aluminum,RAVEN,10.11,Aluminum,602283-0,W1-N,White
CHLORINE,7.5,Aluminum,RAVEN,10.11,Aluminum,600448-0,,Blue
CHLORINE,7.5,Aluminum,RAVEN,10.11,Aluminum,600403-0,,Blue
CHLORINE,7.5,Aluminum,RABBIT,10.0,Aluminum,602283-0,W1-N,White
CHLORINE,7.5,Aluminum,RABBIT,10.0,Aluminum,600403-0,,Blue
CHLORINE,7.5,Aluminum,19 / 072 CU,9.15,Copper,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,19 / 072 CU,9.15,Copper,602283-0,W1-N,White
CHLORINE,7.5,Aluminum,19 / 072 CU,9.15,Copper,600403-0,,Blue
CHLORINE,7.5,Aluminum,FLUORINE,9.0,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,FLUORINE,9.0,Aluminum,602283-0,W1-N,White
CHLORINE,7.5,Aluminum,KUTU / FERRET,9.0,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,KUTU / FERRET,9.0,Aluminum,602283-0,W1-N,White
CHLORINE,7.5,Aluminum,LAMPREY,8.97,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,LAMPREY,8.97,Aluminum,602283-0,W1-N,White
CHLORINE,7.5,Aluminum,50MM2 CU (19 / 1.78),8.9,Copper,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,50MM2 CU (19 / 1.78),8.9,Copper,602283-0,W1-N,White
CHLORINE,7.5,Aluminum,LADYBIRD,8.4,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,LADYBIRD,8.4,Aluminum,602283-0,W1-N,White
CHLORINE,7.5,Aluminum,FOX,8.38,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,FOX,8.38,Aluminum,602283-0,W1-N,White
CHLORINE,7.5,Aluminum,19 / 064 CU (38.7MM2),8.13,Copper,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,19 / 064 CU (38.7MM2),8.13,Copper,602283-0,W1-N,White
CHLORINE,7.5,Aluminum,SPARROW,8.13,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,SPARROW,8.13,Aluminum,602283-0,W1-N,White
CHLORINE,7.5,Aluminum,35MM2 CU (19 / 1.53),7.65,Copper,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,35MM2 CU (19 / 1.53),7.65,Copper,602283-0,W1-N,White
CHLORINE,7.5,Aluminum,CHLORINE,7.5,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,CHLORINE,7.5,Aluminum,602283-0,W1-N,White
CHLORINE,7.5,Aluminum,GOPHER / POKO,7.08,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,BORON,6.8,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,FLOUNDER,6.7,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,GNAT,6.62,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,19.052 CU (25.5MM2),6.6,Copper,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,25MM2 CU (7 / 2.14),6.42,Copper,602283-2,W1-P,White
CHLORINE,7.5,Aluminum,25MM2 CU (7 / 2.14),6.42,Copper,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,SWAN,6.35,Aluminum,602283-2,W1-P,White
CHLORINE,7.5,Aluminum,SWAN,6.35,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,7 / 080 CU,6.33,Copper,602283-2,W1-P,White
CHLORINE,7.5,Aluminum,7 / 080 CU,6.33,Copper,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,MAGPIE,6.33,Aluminum,602283-2,W1-P,White
CHLORINE,7.5,Aluminum,MAGPIE,6.33,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,SQUIRREL / NAMU,6.33,Aluminum,602283-2,W1-P,White
CHLORINE,7.5,Aluminum,SQUIRREL / NAMU,6.33,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,HERRING / THRUSH,5.66,Aluminum,602283-3,W1-S,White
CHLORINE,7.5,Aluminum,HERRING / THRUSH,5.66,Aluminum,602283-2,W1-P,White
CHLORINE,7.5,Aluminum,HERRING / THRUSH,5.66,Aluminum,602283-1,W1-Q,White
CHLORINE,7.5,Aluminum,ARGON,5.3,Aluminum,602283-3,W1-S,White
CHLORINE,7.5,Aluminum,ARGON,5.3,Aluminum,602283-2,W1-P,White
CHLORINE,7.5,Aluminum,16MM2 CU (7 / 1.70),5.1,Copper,602283-3,W1-S,White
CHLORINE,7.5,Aluminum,16MM2 CU (7 / 1.70),5.1,Copper,602283-2,W1-P,White
CHLORINE,7.5,Aluminum,MULLET,4.9,Aluminum,602283-3,W1-S,White
CHLORINE,7.5,Aluminum,MULLET,4.9,Aluminum,602283-2,W1-P,White
CHLORINE,7.5,Aluminum,7 / 064 CU (14.28MM2),4.88,Copper,602283-3,W1-S,White
CHLORINE,7.5,Aluminum,7 / 064 CU (14.28MM2),4.88,Copper,602283-2,W1-P,White
CHLORINE,7.5,Aluminum,37 / .072 CU (95.3MM2),,Copper,600403-0,,Blue
CHLORINE,7.5,Aluminum,37 / .072 CU (95.3MM2),,Copper,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,BUTTERFLY,23.2,Aluminum,2-602031-0,,Yellow
GOPHER / POKO,7.08,Aluminum,300MM2 CU (61 / 2.52),22.68,Copper,2-602031-8,,White
GOPHER / POKO,7.08,Aluminum,300MM2 CU (61 / 2.52),22.68,Copper,2-602031-0,,Yellow
GOPHER / POKO,7.08,Aluminum,300MM2 CU (61 / 2.52),22.68,Copper,602031-8,,Yellow
GOPHER / POKO,7.08,Aluminum,COCKROACH,21.1,Aluminum,2-602031-8,,White
GOPHER / POKO,7.08,Aluminum,COCKROACH,21.1,Aluminum,602031-8,,Yellow
GOPHER / POKO,7.08,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,2-602031-8,,White
GOPHER / POKO,7.08,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,602031-8,,Yellow
GOPHER / POKO,7.08,Aluminum,SPIDER,20.0,Aluminum,2-602031-8,,White
GOPHER / POKO,7.08,Aluminum,SPIDER,20.0,Aluminum,602031-8,,Yellow
GOPHER / POKO,7.08,Aluminum,CHAFER,19.9,Aluminum,2-602031-8,,White
GOPHER / POKO,7.08,Aluminum,CHAFER,19.9,Aluminum,602031-8,,Yellow
GOPHER / POKO,7.08,Aluminum,IBIS,19.89,Aluminum,2-602031-8,,White
GOPHER / POKO,7.08,Aluminum,IBIS,19.89,Aluminum,602031-8,,Yellow
GOPHER / POKO,7.08,Aluminum,JAGUAR / MATA,19.3,Aluminum,2-602031-8,,White
GOPHER / POKO,7.08,Aluminum,JAGUAR / MATA,19.3,Aluminum,602031-8,,Yellow
GOPHER / POKO,7.08,Aluminum,NEON,18.8,Aluminum,2-602031-8,,White
GOPHER / POKO,7.08,Aluminum,NEON,18.8,Aluminum,602031-8,,Yellow
GOPHER / POKO,7.08,Aluminum,NEON,18.8,Aluminum,602000-0,,Yellow
GOPHER / POKO,7.08,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,2-602031-8,,White
GOPHER / POKO,7.08,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,602000-0,,Blue
GOPHER / POKO,7.08,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,602031-8,,Yellow
GOPHER / POKO,7.08,Aluminum,WOLF,18.13,Aluminum,602000-0,,Yellow
GOPHER / POKO,7.08,Aluminum,CATERPILLAR,17.7,Aluminum,602000-0,,Yellow
GOPHER / POKO,7.08,Aluminum,185MM2 ALI,17.64,Aluminum,602000-0,,Yellow
GOPHER / POKO,7.08,Aluminum,185MM2 CU (37 / 2.52),17.64,Copper,602000-0,,White
GOPHER / POKO,7.08,Aluminum,DINGO / WETA,16.75,Aluminum,602380-2,B5-17,Blue
GOPHER / POKO,7.08,Aluminum,KRYPTON,16.3,Aluminum,602380-2,B5-17,Blue
GOPHER / POKO,7.08,Aluminum,HORNET,16.25,Aluminum,602380-2,B5-17,Blue
GOPHER / POKO,7.08,Aluminum,CRICKET,16.1,Aluminum,602380-2,B5-17,Blue
GOPHER / POKO,7.08,Aluminum,WAXWING,15.94,Aluminum,602380-2,B5-17,Blue
GOPHER / POKO,7.08,Aluminum,150MM2 CU (37 / 2.25),15.75,Copper,602380-2,B5-17,White
GOPHER / POKO,7.08,Aluminum,37 / .083 CU (126.7MM2),14.8,Copper,602046-3,,Blue
GOPHER / POKO,7.08,Aluminum,BEE,14.71,Aluminum,602046-3,,Blue
GOPHER / POKO,7.08,Aluminum,19 / 116 CU,14.7,Copper,602046-3,,Blue
GOPHER / POKO,7.08,Aluminum,IODINE,14.3,Aluminum,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,IODINE,14.3,Aluminum,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,IODINE,14.3,Aluminum,600458-0,B1-K,Blue
GOPHER / POKO,7.08,Aluminum,120MM2 CU (37 / 2.03),14.21,Copper,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,120MM2 CU (37 / 2.03),14.21,Copper,600458-0,B1-K,Blue
GOPHER / POKO,7.08,Aluminum,120MM2 CU (37 / 2.03),14.21,Copper,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,HARE,14.17,Aluminum,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,HARE,14.17,Aluminum,600458-0,B1-K,Blue
GOPHER / POKO,7.08,Aluminum,HARE,14.17,Aluminum,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,HARE,14.17,Aluminum,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,DOG / WEKE,14.16,Aluminum,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,DOG / WEKE,14.16,Aluminum,600458-0,B1-K,Blue
GOPHER / POKO,7.08,Aluminum,DOG / WEKE,14.16,Aluminum,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,HYDROGEN,13.5,Aluminum,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,HYDROGEN,13.5,Aluminum,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,HYDROGEN,13.5,Aluminum,600458-0,B1-K,Blue
GOPHER / POKO,7.08,Aluminum,BEETLE,13.33,Aluminum,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,BEETLE,13.33,Aluminum,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,WASP,13.2,Aluminum,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,WASP,13.2,Aluminum,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,WASP,13.2,Aluminum,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,19 / 101 CU / 37 / .072 CU (95.3MM2),12.8,Copper,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,19 / 101 CU / 37 / .072 CU (95.3MM2),12.8,Copper,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,19 / 101 CU / 37 / .072 CU (95.3MM2),12.8,Copper,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,AMPACT LUG (CU),12.7,Copper,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,AMPACT LUG (CU),12.7,Copper,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,AMPACT LUG (CU),12.7,Copper,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,95MM2 CU (19 / 2.52),12.6,Copper,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,95MM2 CU (19 / 2.52),12.6,Copper,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,95MM2 CU (19 / 2.52),12.6,Copper,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,PIGEON,12.5,Aluminum,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,PIGEON,12.5,Aluminum,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,PIGEON,12.5,Aluminum,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,RACCOON,12.3,Aluminum,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,RACCOON,12.3,Aluminum,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,RACCOON,12.3,Aluminum,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,PETREL,11.71,Aluminum,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,PETREL,11.71,Aluminum,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,PETREL,11.71,Aluminum,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,GRASSHOPPER,11.7,Aluminum,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,GRASSHOPPER,11.7,Aluminum,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,GRASSHOPPER,11.7,Aluminum,600411-0,B1-T,Blue
GOPHER / POKO,7.08,Aluminum,HELIUM / GARNET,11.3,Aluminum,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,HELIUM / GARNET,11.3,Aluminum,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,7 / 144 ALI,11.0,Aluminum,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,7 / 144 ALI,11.0,Aluminum,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,MINK / RANGO,10.98,Aluminum,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,MINK / RANGO,10.98,Aluminum,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,70MM2 CU (19 / 2.14),10.7,Copper,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,70MM2 CU (19 / 2.14),10.7,Copper,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,19 / 083 CU (65.1MM2),10.5,Copper,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,19 / 083 CU (65.1MM2),10.5,Copper,600448-0,,Blue
GOPHER / POKO,7.08,Aluminum,HAKE,10.41,Aluminum,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,FLY / SNIPE,10.2,Aluminum,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,RAVEN,10.11,Aluminum,602283-0,W1-N,White
GOPHER / POKO,7.08,Aluminum,RAVEN,10.11,Aluminum,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,RABBIT,10.0,Aluminum,602283-0,W1-N,White
GOPHER / POKO,7.08,Aluminum,RABBIT,10.0,Aluminum,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,19 / 072 CU,9.15,Copper,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,19 / 072 CU,9.15,Copper,602283-0,W1-N,White
GOPHER / POKO,7.08,Aluminum,19 / 072 CU,9.15,Copper,600403-0,,Blue
GOPHER / POKO,7.08,Aluminum,FLUORINE,9.0,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,FLUORINE,9.0,Aluminum,602283-0,W1-N,White
GOPHER / POKO,7.08,Aluminum,KUTU / FERRET,9.0,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,KUTU / FERRET,9.0,Aluminum,602283-0,W1-N,White
GOPHER / POKO,7.08,Aluminum,LAMPREY,8.97,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,LAMPREY,8.97,Aluminum,602283-0,W1-N,White
GOPHER / POKO,7.08,Aluminum,50MM2 CU (19 / 1.78),8.9,Copper,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,50MM2 CU (19 / 1.78),8.9,Copper,602283-0,W1-N,White
GOPHER / POKO,7.08,Aluminum,LADYBIRD,8.4,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,LADYBIRD,8.4,Aluminum,602283-0,W1-N,White
GOPHER / POKO,7.08,Aluminum,FOX,8.38,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,FOX,8.38,Aluminum,602283-0,W1-N,White
GOPHER / POKO,7.08,Aluminum,19 / 064 CU (38.7MM2),8.13,Copper,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,19 / 064 CU (38.7MM2),8.13,Copper,602283-0,W1-N,White
GOPHER / POKO,7.08,Aluminum,SPARROW,8.13,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,SPARROW,8.13,Aluminum,602283-0,W1-N,White
GOPHER / POKO,7.08,Aluminum,35MM2 CU (19 / 1.53),7.65,Copper,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,CHLORINE,7.5,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,GOPHER / POKO,7.08,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,BORON,6.8,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,FLOUNDER,6.7,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,GNAT,6.62,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,19.052 CU (25.5MM2),6.6,Copper,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,25MM2 CU (7 / 2.14),6.42,Copper,602283-2,W1-P,White
GOPHER / POKO,7.08,Aluminum,25MM2 CU (7 / 2.14),6.42,Copper,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,SWAN,6.35,Aluminum,602283-3,W1-S,White
GOPHER / POKO,7.08,Aluminum,SWAN,6.35,Aluminum,602283-2,W1-P,White
GOPHER / POKO,7.08,Aluminum,SWAN,6.35,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,7 / 080 CU,6.33,Copper,602283-3,W1-S,White
GOPHER / POKO,7.08,Aluminum,7 / 080 CU,6.33,Copper,602283-2,W1-P,White
GOPHER / POKO,7.08,Aluminum,7 / 080 CU,6.33,Copper,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,MAGPIE,6.33,Aluminum,602283-3,W1-S,White
GOPHER / POKO,7.08,Aluminum,MAGPIE,6.33,Aluminum,602283-2,W1-P,White
GOPHER / POKO,7.08,Aluminum,MAGPIE,6.33,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,SQUIRREL / NAMU,6.33,Aluminum,602283-3,W1-S,White
GOPHER / POKO,7.08,Aluminum,SQUIRREL / NAMU,6.33,Aluminum,602283-2,W1-P,White
GOPHER / POKO,7.08,Aluminum,SQUIRREL / NAMU,6.33,Aluminum,602283-1,W1-Q,White
GOPHER / POKO,7.08,Aluminum,HERRING / THRUSH,5.66,Aluminum,602283-3,W1-S,White
GOPHER / POKO,7.08,Aluminum,HERRING / THRUSH,5.66,Aluminum,602283-2,W1-P,White
GOPHER / POKO,7.08,Aluminum,ARGON,5.3,Aluminum,602283-3,W1-S,White
GOPHER / POKO,7.08,Aluminum,ARGON,5.3,Aluminum,602283-2,W1-P,White
GOPHER / POKO,7.08,Aluminum,16MM2 CU (7 / 1.70),5.1,Copper,602283-3,W1-S,White
GOPHER / POKO,7.08,Aluminum,16MM2 CU (7 / 1.70),5.1,Copper,602283-2,W1-P,White
GOPHER / POKO,7.08,Aluminum,MULLET,4.9,Aluminum,602283-3,W1-S,White
GOPHER / POKO,7.08,Aluminum,MULLET,4.9,Aluminum,602283-2,W1-P,White
GOPHER / POKO,7.08,Aluminum,7 / 064 CU (14.28MM2),4.88,Copper,602283-3,W1-S,White
GOPHER / POKO,7.08,Aluminum,7 / 064 CU (14.28MM2),4.88,Copper,602283-2,W1-P,White
GOPHER / POKO,7.08,Aluminum,37 / .072 CU (95.3MM2),,Copper,600403-0,,Blue
BORON,6.8,Aluminum,BUTTERFLY,23.2,Aluminum,2-602031-0,,Yellow
BORON,6.8,Aluminum,300MM2 CU (61 / 2.52),22.68,Copper,2-602031-8,,White
BORON,6.8,Aluminum,300MM2 CU (61 / 2.52),22.68,Copper,2-602031-0,,Yellow
BORON,6.8,Aluminum,300MM2 CU (61 / 2.52),22.68,Copper,602031-8,,Yellow
BORON,6.8,Aluminum,COCKROACH,21.1,Aluminum,2-602031-8,,White
BORON,6.8,Aluminum,COCKROACH,21.1,Aluminum,602031-8,,Yellow
BORON,6.8,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,2-602031-8,,White
BORON,6.8,Aluminum,240MM2 CU (61 / 2.25),20.25,Copper,602031-8,,Yellow
BORON,6.8,Aluminum,SPIDER,20.0,Aluminum,2-602031-8,,White
BORON,6.8,Aluminum,SPIDER,20.0,Aluminum,602031-8,,Yellow
BORON,6.8,Aluminum,CHAFER,19.9,Aluminum,2-602031-8,,White
BORON,6.8,Aluminum,CHAFER,19.9,Aluminum,602031-8,,Yellow
BORON,6.8,Aluminum,IBIS,19.89,Aluminum,2-602031-8,,White
BORON,6.8,Aluminum,IBIS,19.89,Aluminum,602031-8,,Yellow
BORON,6.8,Aluminum,JAGUAR / MATA,19.3,Aluminum,2-602031-8,,White
BORON,6.8,Aluminum,JAGUAR / MATA,19.3,Aluminum,602031-8,,Yellow
BORON,6.8,Aluminum,NEON,18.8,Aluminum,2-602031-8,,White
BORON,6.8,Aluminum,NEON,18.8,Aluminum,602000-0,,Yellow
BORON,6.8,Aluminum,NEON,18.8,Aluminum,602031-8,,Yellow
BORON,6.8,Aluminum,37 / .103 CU (195.1MM2 / 37 / 2.62),18.3,Copper,602000-0,,White
BORON,6.8,Aluminum,WOLF,18.13,Aluminum,602000-0,,Yellow
BORON,6.8,Aluminum,CATERPILLAR,17.7,Aluminum,602000-0,,Yellow
BORON,6.8,Aluminum,185MM2 ALI,17.64,Aluminum,602000-0,,Yellow
BORON,6.8,Aluminum,185MM2 CU (37 / 2.52),17.64,Copper,602000-0,,White
BORON,6.8,Aluminum,DINGO / WETA,16.75,Aluminum,602380-2,B5-17,Blue
BORON,6.8,Aluminum,KRYPTON,16.3,Aluminum,602380-2,B5-17,Blue
BORON,6.8,Aluminum,HORNET,16.25,Aluminum,602380-2,B5-17,Blue
BORON,6.8,Aluminum,CRICKET,16.1,Aluminum,602380-2,B5-17,Blue
BORON,6.8,Aluminum,WAXWING,15.94,Aluminum,602380-2,B5-17,Blue
BORON,6.8,Aluminum,150MM2 CU (37 / 2.25),15.75,Copper,602380-2,B5-17,White
BORON,6.8,Aluminum,37 / .083 CU (126.7MM2),14.8,Copper,602046-3,,Blue
BORON,6.8,Aluminum,BEE,14.71,Aluminum,602046-3,,Blue
BORON,6.8,Aluminum,19 / 116 CU,14.7,Copper,602046-3,,Blue
BORON,6.8,Aluminum,IODINE,14.3,Aluminum,600411-0,B1-T,Blue
BORON,6.8,Aluminum,IODINE,14.3,Aluminum,600448-0,,Blue
BORON,6.8,Aluminum,IODINE,14.3,Aluminum,600458-0,B1-K,Blue
BORON,6.8,Aluminum,120MM2 CU (37 / 2.03),14.21,Copper,600411-0,B1-T,Blue
BORON,6.8,Aluminum,120MM2 CU (37 / 2.03),14.21,Copper,600448-0,,Blue
BORON,6.8,Aluminum,120MM2 CU (37 / 2.03),14.21,Copper,600458-0,B1-K,Blue
BORON,6.8,Aluminum,HARE,14.17,Aluminum,600448-0,,Blue
BORON,6.8,Aluminum,HARE,14.17,Aluminum,600458-0,B1-K,Blue
BORON,6.8,Aluminum,HARE,14.17,Aluminum,600411-0,B1-T,Blue
BORON,6.8,Aluminum,HARE,14.17,Aluminum,600411-0,B1-T,Blue
BORON,6.8,Aluminum,DOG / WEKE,14.16,Aluminum,600411-0,B1-T,Blue
BORON,6.8,Aluminum,DOG / WEKE,14.16,Aluminum,600458-0,B1-K,Blue
BORON,6.8,Aluminum,DOG / WEKE,14.16,Aluminum,600448-0,,Blue
BORON,6.8,Aluminum,HYDROGEN,13.5,Aluminum,600411-0,B1-T,Blue
BORON,6.8,Aluminum,HYDROGEN,13.5,Aluminum,600448-0,,Blue
BORON,6.8,Aluminum,BEETLE,13.33,Aluminum,600403-0,,Blue
BORON,6.8,Aluminum,BEETLE,13.33,Aluminum,600411-0,B1-T,Blue
BORON,6.8,Aluminum,BEETLE,13.33,Aluminum,600448-0,,Blue
BORON,6.8,Aluminum,WASP,13.2,Aluminum,600403-0,,Blue
BORON,6.8,Aluminum,WASP,13.2,Aluminum,600411-0,B1-T,Blue
